x-axis,1,2
second,Volt,Volt
+0.0E+00,-3.477763742E+00,+40.201005E-03
+1.563E-06,-3.928014994E+00,+40.201005E-03
+3.125E-06,-4.313944638E+00,+40.201005E-03
+4.688E-06,-4.828517497E+00,+40.201005E-03
+6.250E-06,-4.892839104E+00,+40.201005E-03
+7.813E-06,-5.343090355E+00,+40.201005E-03
+9.375E-06,-5.407411963E+00,+40.201005E-03
+10.938E-06,-5.471733570E+00,+40.201005E-03
+12.500E-06,-5.600376785E+00,+40.201005E-03
+14.063E-06,-5.600376785E+00,+40.201005E-03
+15.625E-06,-5.536055177E+00,+40.201005E-03
+17.188E-06,-5.343090355E+00,+40.201005E-03
+18.750E-06,-5.343090355E+00,+40.201005E-03
+20.313E-06,-4.957160711E+00,+40.201005E-03
+21.875E-06,-4.764195889E+00,+40.201005E-03
+23.438E-06,-4.442587852E+00,+40.201005E-03
+25.000E-06,-4.056658208E+00,+40.201005E-03
+26.563E-06,-3.928014994E+00,+40.201005E-03
+28.125E-06,-3.220477313E+00,+40.201005E-03
+29.688E-06,-3.027512491E+00,+40.201005E-03
+31.250E-06,-2.255653203E+00,+40.201005E-03
+32.813E-06,-1.869723558E+00,+40.201005E-03
+34.375E-06,-1.419472307E+00,+80.402009E-03
+35.938E-06,-711.934626E-03,+40.201005E-03
+37.500E-06,+124.246269E-03,+40.201005E-03
+39.063E-06,+767.462343E-03,+40.201005E-03
+40.625E-06,+1.153391987E+00,+40.201005E-03
+42.188E-06,+1.410678416E+00,+40.201005E-03
+43.750E-06,+1.796608061E+00,+321.608037E-03
+45.313E-06,+1.860929668E+00,+482.412055E-03
+46.875E-06,+1.860929668E+00,+763.819087E-03
+48.438E-06,+1.989572883E+00,+1.085427124E+00
+50.000E-06,+1.989572883E+00,+1.326633152E+00
+51.563E-06,+2.053894490E+00,+1.527638175E+00
+53.125E-06,+2.053894490E+00,+1.889447216E+00
+54.688E-06,+2.118216097E+00,+1.929648221E+00
+56.250E-06,+2.182537705E+00,+2.130653244E+00
+57.813E-06,+2.182537705E+00,+2.331658266E+00
+59.375E-06,+2.182537705E+00,+2.452261280E+00
+60.938E-06,+2.182537705E+00,+2.532663289E+00
+62.500E-06,+2.182537705E+00,+2.572864294E+00
+64.063E-06,+2.182537705E+00,+2.572864294E+00
+65.625E-06,+2.182537705E+00,+2.532663289E+00
+67.188E-06,+2.182537705E+00,+2.492462285E+00
+68.750E-06,+2.118216097E+00,+2.452261280E+00
+70.313E-06,+2.182537705E+00,+2.331658266E+00
