x-axis,1,2
second,Volt,Volt
+0.0E+00,+2.184736177E+00,+2.814070322E+00
+1.563E-06,+2.184736177E+00,+2.854271326E+00
+3.125E-06,+2.184736177E+00,+2.854271326E+00
+4.688E-06,+2.184736177E+00,+2.814070322E+00
+6.250E-06,+2.184736177E+00,+2.773869317E+00
+7.813E-06,+2.152575374E+00,+2.653266303E+00
+9.375E-06,+2.152575374E+00,+2.572864294E+00
+10.938E-06,+2.120414570E+00,+2.371859271E+00
+12.500E-06,+2.088253766E+00,+2.211055253E+00
+14.063E-06,+2.023932159E+00,+2.050251234E+00
+15.625E-06,+2.023932159E+00,+1.728643198E+00
+17.188E-06,+1.959610552E+00,+1.366834156E+00
+18.750E-06,+1.959610552E+00,+1.246231142E+00
+20.313E-06,+1.863128141E+00,+844.221096E-03
+21.875E-06,+1.798806533E+00,+442.211051E-03
+23.438E-06,+1.702324122E+00,+201.005023E-03
+25.000E-06,+1.123429656E+00,+40.201005E-03
+26.563E-06,+833.982423E-03,+40.201005E-03
+28.125E-06,-66.520080E-03,+40.201005E-03
+29.688E-06,-291.645706E-03,+40.201005E-03
+31.250E-06,-1.127826601E+00,+40.201005E-03
+32.813E-06,-1.513756245E+00,+40.201005E-03
+34.375E-06,-2.028329104E+00,+40.201005E-03
+35.938E-06,-2.703705981E+00,+40.201005E-03
+37.500E-06,-3.346922055E+00,+40.201005E-03
+39.063E-06,-3.346922055E+00,+40.201005E-03
+40.625E-06,-3.346922055E+00,+40.201005E-03
+42.188E-06,-3.346922055E+00,+40.201005E-03
+43.750E-06,-3.346922055E+00,+40.201005E-03
+45.313E-06,-3.346922055E+00,+40.201005E-03
+46.875E-06,-3.346922055E+00,+40.201005E-03
+48.438E-06,-3.346922055E+00,+40.201005E-03
+50.000E-06,-3.346922055E+00,+40.201005E-03
+51.563E-06,-3.346922055E+00,+40.201005E-03
+53.125E-06,-3.346922055E+00,+40.201005E-03
+54.688E-06,-3.346922055E+00,+40.201005E-03
+56.250E-06,-3.346922055E+00,+40.201005E-03
+57.813E-06,-3.346922055E+00,+40.201005E-03
+59.375E-06,-3.346922055E+00,+40.201005E-03
+60.938E-06,-3.346922055E+00,+40.201005E-03
+62.500E-06,-3.346922055E+00,+40.201005E-03
+64.063E-06,-3.346922055E+00,+40.201005E-03
+65.625E-06,-3.346922055E+00,+40.201005E-03
+67.188E-06,-3.121796429E+00,+40.201005E-03
+68.750E-06,-2.703705981E+00,+40.201005E-03
+70.313E-06,-2.349937141E+00,+40.201005E-03
