x-axis,1,2
second,Volt,Volt
+0.0E+00,+2.118216097E+00,+2.251256257E+00
+1.563E-06,+2.118216097E+00,+2.371859271E+00
+3.125E-06,+2.118216097E+00,+2.492462285E+00
+4.688E-06,+2.118216097E+00,+2.572864294E+00
+6.250E-06,+2.118216097E+00,+2.613065299E+00
+7.813E-06,+2.118216097E+00,+2.613065299E+00
+9.375E-06,+2.118216097E+00,+2.572864294E+00
+10.938E-06,+2.118216097E+00,+2.532663289E+00
+12.500E-06,+2.053894490E+00,+2.492462285E+00
+14.063E-06,+2.118216097E+00,+2.371859271E+00
+15.625E-06,+2.053894490E+00,+2.211055253E+00
+17.188E-06,+1.989572883E+00,+1.929648221E+00
+18.750E-06,+2.053894490E+00,+1.889447216E+00
+20.313E-06,+1.925251275E+00,+1.608040184E+00
+21.875E-06,+1.925251275E+00,+1.246231142E+00
+23.438E-06,+1.860929668E+00,+1.045226119E+00
+25.000E-06,+1.796608061E+00,+763.819087E-03
+26.563E-06,+1.796608061E+00,+482.412055E-03
+28.125E-06,+1.667964846E+00,+160.804018E-03
+29.688E-06,+1.475000024E+00,+0.0E+00
+31.250E-06,+638.819128E-03,+40.201005E-03
+32.813E-06,+252.889484E-03,+40.201005E-03
+34.375E-06,-326.004982E-03,+40.201005E-03
+35.938E-06,-1.033542663E+00,+0.0E+00
+37.500E-06,-1.869723558E+00,+40.201005E-03
+39.063E-06,-2.384296417E+00,+40.201005E-03
+40.625E-06,-2.834547669E+00,+40.201005E-03
+42.188E-06,-3.027512491E+00,+40.201005E-03
+43.750E-06,-3.606406957E+00,+40.201005E-03
+45.313E-06,-3.928014994E+00,+40.201005E-03
+46.875E-06,-4.378266245E+00,+40.201005E-03
+48.438E-06,-4.828517497E+00,+40.201005E-03
+50.000E-06,-5.085803926E+00,+40.201005E-03
+51.563E-06,-5.214447141E+00,+40.201005E-03
+53.125E-06,-5.343090355E+00,+40.201005E-03
+54.688E-06,-5.536055177E+00,+40.201005E-03
+56.250E-06,-5.536055177E+00,+40.201005E-03
+57.813E-06,-5.536055177E+00,+40.201005E-03
+59.375E-06,-5.471733570E+00,+40.201005E-03
+60.938E-06,-5.407411963E+00,+40.201005E-03
+62.500E-06,-5.278768748E+00,+40.201005E-03
+64.063E-06,-5.085803926E+00,+40.201005E-03
+65.625E-06,-4.764195889E+00,+40.201005E-03
+67.188E-06,-4.313944638E+00,+40.201005E-03
+68.750E-06,-4.056658208E+00,+40.201005E-03
+70.313E-06,-3.735050172E+00,+40.201005E-03
